#	id	0
albums	O
with	O
roy	B-PER
thomas	I-PER
baker	I-PER
,	O
eventually	O
leaving	O
in	O
the	O
1980s	O
to	O
become	O
a	O
full	O
time	O
producer	O
.	O

#	id	15
it	O
is	O
suspected	O
that	O
this	O
village	O
has	O
undergone	O
a	O
name	O
change	O
or	O
no	O
longer	O
exists	O
,	O
as	O
no	O
azerbaijan	B-LOC
website	O
mentions	O
it	O
under	O
this	O
name	O
.	O

#	id	16
elon	O
was	O
born	O
in	O
jerusalem	B-LOC
in	O
1950	O
.	O

#	id	17
brev	O
til	O
et	O
menneske	O
on	O
gyldendal	B-CORP
norsk	I-CORP
forlag	I-CORP
in	O
1980	O
.	O

#	id	18
he	O
received	O
treatments	O
for	O
his	O
recurring	O
stomach	O
upsets	O
in	O
vichy	B-LOC
.	O

#	id	19
the	O
project	O
was	O
by	O
giovanni	B-PER
battista	I-PER
foggini	I-PER
and	O
the	O
church	O
was	O
completed	O
a	O
few	O
years	O
later	O
,	O
but	O
did	O
not	O
open	O
for	O
worship	O
until	O
1714	O
.	O

#	id	20
meritocracy	B-GRP
,	O
the	O
source	O
of	O
power	O
is	O
talent	O
.	O

#	id	21
according	O
to	O
the	O
united	B-GRP
states	I-GRP
census	I-GRP
bureau	I-GRP
,	O
the	O
village	O
has	O
a	O
total	O
area	O
of	O
,	O
all	O
land	O
.	O

#	id	22
carlyle	B-PER
mitchell	I-PER
suffered	O
an	O
injury	O
which	O
would	O
make	O
him	O
sit	O
out	O
for	O
rest	O
of	O
the	O
season	O
.	O

#	id	23
the	O
center	O
developed	O
a	O
number	O
of	O
varieties	O
of	O
glycine	B-PROD
max	I-PROD
for	O
use	O
in	O
different	O
parts	O
of	O
the	O
country	O
.	O
early	O
maturing	O
varieties	O
yielded	O
over	O
1,200	O
kg	O
/	O
ha	O
of	O
soybeans	O
.	O

#	id	24
lanterns	O
may	O
also	O
be	O
used	O
for	O
signaling	O
,	O
as	O
flashlight	B-PROD
,	O
or	O
as	O
general	O
light	O
sources	O
outdoors	O
.	O

#	id	25
tokitaka	O
was	O
a	O
father	O
in	O
law	O
of	O
shimazu	B-PER
yoshihisa	I-PER
.	O

#	id	26
they	O
were	O
extensively	O
refurbished	O
between	O
1989	O
and	O
1992	O
by	O
eastleigh	B-CORP
works	I-CORP
,	O
for	O
use	O
on	O
services	O
on	O
the	O
isle	B-LOC
of	I-LOC
wight	I-LOC
island	B-LOC
line,	I-LOC
isle	I-LOC
of	I-LOC
wight	I-LOC
.	O

#	id	27
it	O
is	O
known	O
from	O
a	O
single	O
specimen	O
found	O
off	O
the	O
coast	O
of	O
new	B-LOC
zealand	I-LOC
.	O

#	id	28
the	O
ibot	O
is	O
a	O
stable	O
and	O
mobile	O
powered	O
wheelchair	B-PROD
that	O
balances	O
on	O
two	O
of	O
a	O
total	O
of	O
six	O
wheels	O
.	O

#	id	29
you	B-CW
are	I-CW
my	I-CW
sunshine	I-CW
(	O
with	O
sheryl	B-PER
crow	I-PER
&	O
jon	B-PER
brion	I-PER
)	O
(	O
3	O
:	O
35	O
)	O

#	id	30
the	O
classic	O
tree	O
paint	O
is	O
black	O
,	O
because	O
it	O
is	O
based	O
on	O
an	O
asphalt	B-PROD
emulsion	O
.	O

#	id	31
alaungpaya	O
sought	O
an	O
alliance	O
with	O
the	O
east	B-CORP
india	I-CORP
company	I-CORP
and	O
also	O
sought	O
out	O
more	O
arms	O
,	O
but	O
no	O
alliance	O
or	O
arms	O
materialized	O
.	O

#	id	32
zara	B-CORP
also	O
opened	O
a	O
location	O
in	O
the	O
mall	O
in	O
2016	O
.	O

#	id	33
each	O
week	O
a	O
number	O
of	O
segments	O
were	O
presented	O
on	O
topics	O
such	O
as	O
fishing	O
,	O
boating	O
and	O
marine	O
lifestyle	O
with	O
the	O
series	O
shot	O
mostly	O
in	O
australia	B-LOC
.	O

#	id	34
the	O
franchise	O
was	O
put	O
up	O
for	O
sale	O
after	O
the	O
1993	O
–	O
94	O
season	O
and	O
an	O
ownership	O
group	O
from	O
mexico	B-LOC
city	I-LOC
purchased	O
the	O
franchise	O
over	O
two	O
other	O
bids	O
.	O

#	id	35
it	O
was	O
named	O
best	O
sports	O
film	O
of	O
all	O
time	O
by	O
usa	B-GRP
today	I-GRP
and	O
by	O
espn	B-CORP
expert	O
panel	O
and	O
website	O
users	O
.	O

#	id	36
fairly	O
serious	O
in	O
content	O
with	O
a	O
focus	O
on	O
radical	O
organizing	O
issues	O
,	O
it	O
was	O
loosely	O
aligned	O
with	O
the	O
students	B-GRP
for	I-GRP
a	I-GRP
democratic	I-GRP
society	I-GRP
movement	O
.	O

#	id	37
it	O
is	O
found	O
in	O
southern	O
romania	B-LOC
,	O
austria	B-LOC
,	O
hungary	B-LOC
,	O
from	O
the	O
former	O
yugoslavia	B-LOC
to	O
northern	O
greece	B-LOC
and	O
turkey	B-LOC
.	O

#	id	38
fourth	O
round	O
lost	O
to	O
marion	B-PER
bartoli	I-PER
[	O
11	O
]	O

#	id	39
the	B-CW
little	I-CW
prince	I-CW
(	O
november	O
2015	O
)	O
–	O
girl	O

#	id	40
fly-whisk	B-PROD
,	O
made	O
of	O
yak	O
tail	O
(	O
,	O
thamyi	O
yat	O
)	O

#	id	41
his	O
work	O
has	O
been	O
shown	O
in	O
exhibitions	O
at	O
museums	O
such	O
as	O
the	O
jordan	B-LOC
national	I-LOC
gallery	I-LOC
of	I-LOC
fine	I-LOC
arts	I-LOC
.	O

#	id	42
married	O
1894	O
(	O
6	O
august	O
)	O
,	O
grand	B-PER
duchess	I-PER
xenia	I-PER
alexandrovna	I-PER
of	I-PER
russia	I-PER
(	O
1875	O
–	O
1960	O
)	O
;	O
1	O
daughter	O
,	O
6	O
sons	O
.	O

#	id	43
since	O
2008	O
,	O
he	O
has	O
been	O
the	O
senior	O
vice	O
president	O
of	O
disney	B-CORP
television	I-CORP
animation	I-CORP
(	O
owned	O
by	O
the	B-GRP
walt	I-GRP
disney	I-GRP
company	I-GRP
)	O
.	O

#	id	44
it	O
is	O
affiliated	O
and	O
accredited	O
to	O
university	B-GRP
of	I-GRP
north	I-GRP
bengal	I-GRP
.	O

#	id	45
torstein	B-PER
flakne	I-PER
lead	O
vocals	O
,	O
lead	O
guitar	O
(	O
1983	O
–	O
present	O
)	O

#	id	46
the	O
recently	O
excavated	O
terracotta	B-PROD
system	O
is	O
located	O
along	O
the	O
eastern	O
ground	O
entrance	O
and	O
is	O
well	O
preserved	O
.	O

#	id	47
it	O
was	O
based	O
on	O
theodore	B-PER
dreiser	I-PER
1925	O
novel	O
an	B-CW
american	I-CW
tragedy	I-CW
.	O

#	id	48
a	O
new	O
acquisition	O
in	O
1956	O
was	O
singer	B-CORP
motors	I-CORP
.	O

#	id	49
the	O
prize	O
was	O
instead	O
awarded	O
to	O
the	O
united	B-LOC
kingdom	I-LOC
black	B-CW
comedy	I-CW
if....	B-CW
.	O

#	id	50
olympic	O
coach	O
(	O
kristy	B-PER
swanson	I-PER
)	O
trains	O
teen	O
diver	O
who	O
's	O
afraid	O
of	O
heights	O
.	O

#	id	51
her	O
students	O
and	O
mentees	O
include	O
concert	O
artists	O
(	O
jonathan	B-PER
biss	I-PER
and	O
jeremy	B-PER
denk	I-PER
)	O
,	O
competition	O
winners	O
and	O
university	O
piano	O
faculty	O
.	O

#	id	52
an	O
example	O
of	O
this	O
model	O
can	O
be	O
command-line	B-CW
interface	I-CW
(	O
e.g.	O
copy	O
,	O
here	O
the	O
action	O
copy	O
is	O
specified	O
prior	O
to	O
the	O
object	O
file	O
)	O
.	O

#	id	53
the	O
first	O
elder	O
they	O
present	O
their	O
argument	O
to	O
is	O
an	O
old	O
withering	O
apricot	B-PROD
tree	O
.	O

#	id	54
luganville	B-LOC
is	O
the	O
only	O
true	O
town	O
on	O
the	O
island	O
;	O
the	O
rest	O
of	O
the	O
island	O
is	O
dotted	O
with	O
small	O
villages	O
.	O

#	id	55
thomas	B-PER
scrubb	I-PER
(	O
born	O
1991	O
)	O
,	O
professional	O
basketball	O
player	O

#	id	56
on	O
telegram	B-CW
,	O
a	O
white	O
supremacist	O
channel	O
encouraged	O
members	O
to	O
distribute	O
the	O
propaganda	O
.	O

#	id	57
sephardim	O
do	O
not	O
put	O
on	O
tefillin	B-PROD
during	O
ḥol	O
ha	O
mo	O
ed	O
(	O
the	O
middle	O
days	O
of	O
festivals	O
)	O
.	O

#	id	58
upon	O
publication	O
a	O
review	O
by	O
the	O
poet	O
kenneth	B-PER
rexroth	I-PER
appeared	O
in	O
the	B-GRP
new	I-GRP
york	I-GRP
times	I-GRP
.	O

#	id	59
ayen	O
is	O
located	O
some	O
20	O
km	O
north	O
west	O
of	O
brive-la-gaillarde	B-LOC
and	O
7	O
km	O
west	O
of	O
objat	B-LOC
.	O

#	id	60
emi	B-CORP
,	O
a	O
music	O
and	O
electronics	O
group	O
of	O
companies	O

#	id	61
auxiliary	O
troops	O
called	O
sipahi	B-GRP
were	O
also	O
present	O
.	O

#	id	62
she	O
started	O
playing	O
squash	O
in	O
england	B-LOC
at	O
age	O
12	O
.	O

#	id	63
he	O
also	O
directed	O
the	O
comedy	O
big	B-CW
trouble	I-CW
,	O
after	O
which	O
he	O
made	O
his	O
most	O
successful	O
film	O
sequel	O
to	O
that	O
point	O
,	O
men	B-CW
in	I-CW
black	I-CW
ii	I-CW
.	O

#	id	64
ricci	O
tried	O
an	O
escape	O
manoeuver	O
,	O
but	O
was	O
thwarted	O
by	O
a	O
mini	B-PROD
casually	O
parked	O
at	O
the	O
crossroad	O
.	O

#	id	65
pelit	B-CW
gave	O
the	O
game	O
90	O
out	O
of	O
100	O
.	O

#	id	66
file	O
:	O
mf	O
ærøxpressen	O
.	O
1	O
.	O
jpg	O
|	O
m	O
/	O
f	O
ærøxpressen	O
,	O
2019	O
marstal	B-LOC
rudkøbing	B-LOC

#	id	67
this	O
bitter	O
,	O
bold	O
taste	O
herbal	O
liqueur	O
is	O
mainly	O
consumed	O
as	O
an	O
apéritif	B-PROD
before	O
meals	O
or	O
a	O
digestif	B-PROD
after	O
meals	O
.	O

#	id	68
curitiba	O
was	O
recently	O
recommended	O
by	O
unesco	B-GRP
as	O
a	O
model	O
for	O
the	O
reconstruction	O
of	O
the	O
cities	O
of	O
afghanistan	B-LOC
.	O

#	id	69
according	O
to	O
the	O
united	B-GRP
states	I-GRP
census	I-GRP
bureau	I-GRP
,	O
the	O
township	O
has	O
a	O
total	O
area	O
of	O
,	O
of	O
which	O
is	O
land	O
and	O
is	O
water	O
.	O

#	id	70
sandbox	O
and	O
delivery	O
pipe	O
of	O
a	O
db	B-PROD
class	I-PROD
103	I-PROD

#	id	71
the	O
incumbent	O
local	O
exchange	O
carrier	O
for	O
the	O
area	O
codes	O
is	O
bell	B-CORP
mts	I-CORP
.	O

#	id	72
he	O
was	O
also	O
a	O
member	O
of	O
the	O
carolina	B-GRP
panthers	I-GRP
and	O
pittsburgh	B-GRP
steelers	I-GRP
in	O
the	O
national	B-CORP
football	I-CORP
league	I-CORP
.	O

#	id	73
at	O
the	O
beginning	O
of	O
1877	O
a	O
tram	B-PROD
arrived	O
in	O
the	O
city	O
centre	O
.	O

#	id	74
portions	O
of	O
the	O
report	O
were	O
copied	O
,	O
without	O
attribution	O
,	O
from	O
a	O
2011	O
article	O
in	O
mother	B-CW
jones	I-CW
.	O

#	id	75
in	O
1996	O
he	O
studied	O
for	O
a	O
year	O
at	O
glasgow	B-GRP
school	I-GRP
of	I-GRP
art	I-GRP
.	O

#	id	76
the	O
king	O
also	O
inaugurated	O
the	O
king	B-GRP
abdullah	I-GRP
university	I-GRP
of	I-GRP
science	I-GRP
and	I-GRP
technology	I-GRP
(	O
kaust	O
)	O
.	O

#	id	77
converting	O
the	O
service	O
bays	O
into	O
a	O
convenience	B-CORP
store	I-CORP
in	O
the	O
1980s	O
and	O
1990s	O
was	O
common	O
while	O
still	O
selling	O
fuel	O
.	O

#	id	78
they	O
also	O
mentioned	O
that	O
this	O
would	O
benefit	O
france	B-LOC
influence	O
in	O
the	O
region	O
.	O

#	id	79
his	O
son	O
,	O
jeremy	B-PER
duchesne	I-PER
,	O
is	O
a	O
former	O
goaltending	O
prospect	O
for	O
the	O
philadelphia	B-GRP
flyers	I-GRP
.	O

#	id	80
the	O
records	O
manager	O
generally	O
provides	O
expertise	O
in	O
records	B-CW
management	I-CW
,	O
constituting	O
knowledge	O
areas	O
of	O
:	O

#	id	81
the	O
deluxe	O
limited	O
edition	O
of	O
the	O
album	O
includes	O
a	O
bonus	O
track	O
and	O
a	O
bonus	O
dvd	B-PROD
containing	O
a	O
look	O
behind	O
the	O
scenes	O
and	O
special	O
bonus	O
footage	O
.	O

#	id	82
bennett	O
,	O
however	O
,	O
had	O
been	O
nicknamed	O
after	O
the	O
charlie	B-PER
chaplin	I-PER
since	O
his	O
youth	O
.	O

#	id	83
small	O
fish	O
and	O
shrimp	B-PROD
(	O
used	O
in	O
the	O
fish	O
trade	O
;	O
most	O
people	O
say	O
hiki	O
instead	O
)	O

#	id	84
improvements	O
were	O
made	O
in	O
june	O
/	O
july	O
2011	O
to	O
the	O
website	O
version	O
to	O
incorporate	O
subtitles	O
and	O
citv	B-CORP
programming	O
.	O

#	id	85
he	O
then	O
moved	O
onto	O
london	B-LOC
lbc	B-CORP
programming	O
an	O
all	O
talk	O
and	O
phone	O
in	O
format	O
with	O
which	O
he	O
had	O
become	O
so	O
familiar	O
.	O

#	id	86
rock	B-CW
monster	I-CW
(	O
director	O
/	O
writer	O
)	O

#	id	87
he	O
was	O
elected	O
as	O
the	O
mayor	O
of	O
saint-gilles	B-LOC
in	O
1992	O
.	O

#	id	88
1989	O
mission:	B-CW
impossible	I-CW
(	O
tv	O
series	O
)	O
1	O
episode	O

#	id	89
amy	B-PER
aquino	I-PER
,	O
film	O
and	O
television	O
actress	O

#	id	90
for	O
example	O
,	O
if	O
the	O
potential	O
difference	O
across	O
a	O
capacitor	B-PROD
is	O
halved	O
,	O
the	O
quantity	O
of	O
charge	O
stored	O
by	O
that	O
capacitor	O
will	O
also	O
be	O
halved	O
.	O

#	id	91
after	O
a	O
series	O
of	O
civil	O
jobs	O
he	O
settled	O
in	O
kristiansand	B-LOC
in	O
1892	O
as	O
a	O
postmaster	O
.	O

#	id	92
one	O
bad	O
characteristic	O
of	O
httrack	B-CW
is	O
that	O
it	O
renames	O
files	O
during	O
the	O
archiving	O
,	O
so	O
the	O
original	O
structure	O
of	O
the	O
website	O
is	O
lost	O
,	O
as	O
well	O
file	O
names	O
.	O

#	id	93
enstrom	B-CORP
helicopter	I-CORP
corporation	I-CORP
,	O
makers	O
of	O
several	O
small	O
helicopter	O
designs	O

#	id	94
calkins	O
research	O
was	O
cited	O
by	O
sigmund	B-PER
freud	I-PER
when	O
he	O
created	O
his	O
conception	O
of	O
the	O
dream	O
.	O

#	id	95
february	O
17	O
–	O
shōichirō	B-PER
toyoda	I-PER
,	O
business	O
executive	O

#	id	96
ten	O
years	O
later	O
fruehauf	B-CORP
trailer	I-CORP
corporation	I-CORP
experimented	O
with	O
tractor	O
trailers	O
.	O

#	id	97
the	B-CW
middle	I-CW
(	O
set	O
in	O
fictional	O
town	O
of	O
orson	O
)	O

#	id	98
the	O
book	O
also	O
became	O
the	O
basis	O
for	O
a	O
weekly	O
television	O
series	O
on	O
nbc	B-CORP
that	O
ran	O
for	O
13	O
weeks	O
in	O
1978	O
.	O

#	id	99
ortiz	O
has	O
said	O
that	O
,	O
as	O
a	O
child	O
,	O
watching	O
perry	B-CW
mason	I-CW
on	O
television	O
inspired	O
her	O
to	O
become	O
a	O
lawyer	O
.	O

#	id	100
microsoft	B-CW
windows	I-CW
1.03	O
,	O
little	O
known	O
and	O
little	O
used	O
at	O
the	O
time	O
,	O
would	O
not	O
run	O
in	O
this	O
environment	O
.	O

#	id	101
falloon	O
played	O
with	O
the	O
south	B-GRP
sydney	I-GRP
rabbitohs	I-GRP
for	O
3	O
seasons	O
making	O
25	O
appearances	O
.	O

#	id	102
he	O
earned	O
a	O
total	O
of	O
nine	O
caps	O
for	O
ireland	B-GRP
national	I-GRP
under-20	I-GRP
rugby	I-GRP
union	I-GRP
team	I-GRP
,	O
scoring	O
a	O
single	O
try	O
.	O

#	id	103
john	B-PER
blacking	I-PER
was	O
another	O
ethnomusicologist	O
who	O
sought	O
to	O
create	O
an	O
ethnomusicological	O
parallel	O
to	O
linguistic	O
models	O
of	O
analysis	O
.	O

#	id	104
the	O
powertrain	B-PROD
delivers	O
enough	O
torque	O
to	O
the	O
wheel	O
to	O
overcome	O
stationary	O
forces	O
,	O
resulting	O
in	O
the	O
vehicle	O
moving	O
forwards	O
or	O
backwards	O
.	O

#	id	105
abbreviation	O
for	O
the	O
las	B-GRP
vegas	I-GRP
raiders	I-GRP
of	O
the	O
national	B-CORP
football	I-CORP
league	I-CORP

#	id	106
the	O
show	O
brought	O
the	O
band	O
back	O
and	O
got	O
them	O
attention	O
from	O
record	O
labels	O
like	O
century	B-CORP
media	I-CORP
records	I-CORP
and	O
victory	B-CORP
records	I-CORP
.	O

#	id	107
he	O
was	O
the	O
first	O
principality	B-LOC
of	I-LOC
terebovlia	I-LOC
from	O
1092	O
.	O

#	id	108
[	O
there	O
are	O
]	O
three	O
terraced	O
pools	O
made	O
of	O
concrete	O
and	O
covered	O
with	O
white	O
mosaic	B-PROD
glass	O
tiles	O
.	O

#	id	109
mcclurg	O
's	O
lifelong	O
friendship	O
with	O
thomas	B-PER
jefferson	I-PER
dated	O
from	O
their	O
school	O
days	O
.	O

#	id	110
the	O
first	O
chapel	B-LOC
was	O
built	O
in	O
1716	O
.	O

#	id	111
it	O
could	O
come	O
either	O
in	O
the	O
form	O
of	O
a	O
pair	O
of	O
shorts	B-PROD
,	O
or	O
in	O
the	O
form	O
of	O
a	O
simple	O
loincloth	B-PROD
wrapped	O
around	O
the	O
lower	O
body	O
.	O

#	id	112
a	O
year	O
later	O
he	O
joined	O
the	O
newly	O
formed	O
london	B-GRP
broncos	I-GRP
,	O
and	O
was	O
a	O
key	O
member	O
of	O
their	O
inaugural	O
squad	O
.	O

#	id	113
nicolás	B-PER
almagro	I-PER
was	O
the	O
defending	O
champion	O
but	O
lost	O
in	O
the	O
final	O
,	O
7	O
–	O
6	O
(	O
7	O
–	O
5	O
)	O
,	O
6	O
–	O
4	O
,	O
to	O
jerzy	B-PER
janowicz	I-PER
.	O

#	id	114
also	O
in	O
1971	O
,	O
he	O
began	O
his	O
teaching	O
career	O
at	O
the	O
university	B-GRP
of	I-GRP
cincinnati	I-GRP
–	I-GRP
college-conservatory	I-GRP
of	I-GRP
music	I-GRP
.	O

#	id	115
without	B-CW
you	I-CW
(	O
tom	B-PER
evans	I-PER
,	O
pete	B-PER
ham	I-PER
)	O
–	O
3	O
:	O
16	O

#	id	116
the	O
game	O
was	O
originally	O
rated	O
for	O
all	O
ages	O
due	O
to	O
gust	B-CORP
co.	I-CORP
ltd.	I-CORP
allegedly	O
not	O
providing	O
them	O
with	O
the	O
complete	O
content	O
of	O
the	O
game	O
for	O
them	O
to	O
review	O
.	O

#	id	117
the	O
last	O
model	O
was	O
the	O
fiat	B-PROD
ritmo	I-PROD
and	O
the	O
company	O
closed	O
its	O
doors	O
in	O
1978	O
.	O

#	id	118
mudlark	O
,	O
a	O
model	O
of	O
penton	B-CORP
off	O
road	O
motorcycle	O

#	id	119
she	O
conducted	O
numerous	O
studies	O
of	O
cultivated	O
bambusoideae	B-PROD
.	O

#	id	120
m.u.d.	B-CW
tv	I-CW
,	O
another	O
television	O
station	O
simulation	O
game	O

#	id	121
huan	B-PER
xuan	I-PER
sacks	O
jiankang	B-LOC
and	O
sun	B-PER
en	I-PER
dies	O
,	O
but	O
his	O
lieutenant	O
lu	B-PER
xun	I-PER
takes	O
over	O
}	O

#	id	122
this	O
diversion	O
from	O
traditional	O
yacht	O
structure	O
led	O
to	O
disagreements	O
with	O
lloyd's	B-CORP
register	I-CORP
assessors	O
for	O
insurance	O
purposes	O
.	O

#	id	123
it	O
sits	O
on	O
the	O
river	B-LOC
walkham	I-LOC
,	O
a	O
fishing	O
river	O
famous	O
for	O
its	O
salmon	O
.	O

#	id	124
it	O
was	O
discovered	O
in	O
1958	O
and	O
developed	O
by	O
omv	B-CORP
petrom	I-CORP
.	O

#	id	125
the	O
variant	O
was	O
named	O
after	O
the	O
city	O
of	O
youngstown	B-LOC
where	O
the	O
variant	O
was	O
invented	O
.	O

#	id	126
sergi	B-PER
pàmies	I-PER
(	O
born	O
1960	O
)	O
,	O
writer	O
,	O
translator	O
,	O
journalist	O

#	id	127
mike	B-PER
love	I-PER
–	O
lead	O
,	O
harmony	O
and	O
backing	O
vocals	O

#	id	128
renumbered	O
802	O
and	O
leased	O
to	O
v/line	B-CORP
1998	O
–	O
1999	O
.	O

#	id	129
alice	B-GRP
in	I-GRP
chains	I-GRP
(	O
first	O
studio	O
album	O
since	O
1995	O
,	O
and	O
first	O
release	O
with	O
william	B-PER
duvall	I-PER
on	O
vocals	O
)	O

#	id	130
the	O
wort	O
is	O
moved	O
into	O
a	O
large	O
tank	O
known	O
as	O
a	O
copper	O
or	O
kettle	B-PROD
where	O
it	O
is	O
boiled	O
with	O
hops	B-PROD
and	O
sometimes	O
other	O
ingredients	O
such	O
as	O
herbs	O
or	O
sugars	O
.	O

#	id	131
in	O
other	O
press	O
,	O
the	O
two	O
were	O
named	O
one	O
of	O
television	O
's	O
top	O
power	O
couples	O
by	O
tv	B-CW
guide	I-CW
and	O
one	O
of	O
the	O
great	O
supercouples	O
by	O
entertainment	B-CW
weekly	I-CW
.	O

#	id	132
white	O
was	O
cast	O
on	O
the	O
television	O
series	O
survivor:	B-CW
samoa	I-CW
,	O
the	O
19th	O
season	O
of	O
the	O
united	B-LOC
states	I-LOC
of	I-LOC
america	I-LOC
version	O
of	O
survivor	B-CW
.	O

#	id	133
the	O
pal	B-CORP
video	O
signal	O
is	O
slightly	O
different	O
in	O
that	O
it	O
swings	O
from	O
300	O
mv	O
to	O
+	O
700	O
mv	O
,	O
instead	O
.	O

#	id	134
he	O
was	O
the	O
brother	O
of	O
the	O
dramatist	O
thomas	B-PER
killigrew	I-PER
and	O
of	O
elizabeth	B-PER
killigrew,	I-PER
viscountess	I-PER
shannon	I-PER
,	O
mistress	O
of	O
the	O
future	O
charles	B-PER
ii	I-PER
of	I-PER
england	I-PER
.	O

#	id	135
comprising	O
several	O
municipalities	O
and	O
urban	O
centres	O
,	O
the	O
subregion	O
's	O
capital	O
is	O
setúbal	B-LOC
,	O
and	O
includes	O
several	O
cities	O
including	O
almada	B-LOC
and	O
setúbal	B-LOC
.	O

#	id	136
with	O
background	O
in	O
anthropology	O
,	O
economics	O
,	O
and	O
statistics	O
,	O
she	O
had	O
worked	O
for	O
anthropology	O
professor	O
franz	B-PER
boas	I-PER
.	O

#	id	137
during	O
the	O
events	O
of	O
avengers	B-CW
vs.	I-CW
x-men	I-CW
,	O
she	O
starts	O
a	O
sentimental	O
relationship	O
with	O
him	O
.	O

#	id	138
a	O
genre	O
that	O
emerged	O
in	O
the	O
1930s	O
to	O
consistent	O
popular	O
acclaim	O
was	O
the	O
musical	O
comedy	O
,	O
and	O
a	O
master	O
of	O
that	O
form	O
was	O
grigori	B-PER
aleksandrov	I-PER
(	O
1903	O
–	O
1984	O
)	O
.	O

#	id	139
at	O
least	O
five	O
of	O
his	O
branch	O
libraries	O
have	O
survived	O
and	O
are	O
designated	O
as	O
listed	B-LOC
building	I-LOC
in	I-LOC
the	I-LOC
united	I-LOC
kingdom	I-LOC
by	O
english	B-GRP
heritage	I-GRP
.	O

#	id	140
prince	B-PER
henry,	I-PER
duke	I-PER
of	I-PER
gloucester	I-PER
and	O
princess	B-PER
alice,	I-PER
duchess	I-PER
of	I-PER
gloucester	I-PER
,	O
the	O
bride	O
's	O
paternal	O
uncle	O
and	O
aunt	O

#	id	141
the	O
eastern	O
area	O
is	O
urban	O
and	O
integrated	O
with	O
the	O
rest	O
of	O
the	O
city	O
,	O
with	O
industrial	O
zones	O
(	O
kellogg	B-CORP
company	I-CORP
)	O
and	O
military	O
facilities	O
.	O

#	id	142
all	O
compositions	O
by	O
richard	B-PER
m.	I-PER
sherman	I-PER
and	O
robert	B-PER
b.	I-PER
sherman	I-PER

